,Hit Points,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Winner
663,45,70,30,70,30,50,1,0
664,22,20,25,-20,5,-37,0,1
665,12,-26,41,-91,31,-72,0,1
666,63,38,-3,26,1,54,0,1
667,8,12,40,14,-7,-11,0,1
668,20,5,-25,70,-35,-30,0,1
669,17,-31,-13,-16,7,-24,0,1
670,-40,-50,-30,-119,-99,0,-1,1
671,-30,-30,-26,-70,-46,-58,0,1
672,10,10,-2,-35,-2,-11,0,1
673,-30,20,-10,-16,-56,-10,0,1
674,-25,-110,-10,-85,-30,-85,0,1
675,-35,30,-28,-20,-55,3,0,0
676,-5,84,6,106,-6,65,1,0
677,70,70,0,20,-100,40,0,0
678,-10,-5,-120,4,-2,28,0,0
679,40,45,16,56,32,52,0,0
680,81,71,65,51,48,34,1,0
681,-19,22,83,-13,83,-36,0,1
682,30,30,20,20,30,70,0,0
683,39,68,33,-7,10,-3,0,1
684,-30,-95,-195,-30,-40,5,0,1
685,56,-29,-71,56,-21,45,0,1
686,-15,42,-25,22,-70,23,0,0
687,75,117,52,67,42,31,1,0
688,17,27,52,18,44,-15,0,1
689,5,-9,15,61,0,29,0,0
690,15,-7,13,-62,8,-35,0,1
691,-60,-23,-23,-40,-41,-17,0,0
692,0,-23,21,-5,38,-31,0,1
693,-6,-2,25,0,24,-21,0,1
694,5,5,-20,-17,-53,66,0,0
695,-65,40,-110,125,-35,110,1,0
696,-52,-25,-35,-10,-15,5,0,0
697,45,60,70,40,25,35,1,0
698,22,108,55,25,75,60,0,0
699,-15,-70,-25,10,-20,-40,0,1
700,62,114,102,68,54,33,1,0
701,10,15,-105,-20,35,35,0,0
702,31,54,-15,50,20,35,0,0
703,25,5,-35,5,20,80,0,0
704,-83,-35,-22,-17,-41,-3,0,1
705,-80,-125,-75,-50,-10,-30,-1,1
706,-60,-103,-45,-17,5,-25,0,1
707,-20,-58,-25,-115,-80,-22,-1,1
708,38,83,42,39,44,40,0,0
709,33,-24,56,15,56,-1,0,1
710,2,15,2,13,6,37,0,0
711,29,47,12,30,31,31,1,0
712,-60,-65,27,35,47,6,0,0
713,34,23,0,120,90,13,1,1
714,18,19,23,50,25,25,0,0
715,5,5,-130,105,25,80,1,0
716,1,34,-1,51,11,-15,1,1
717,-8,-8,12,-64,-32,-52,0,1
718,0,-67,17,51,37,43,0,0
719,-39,24,-14,-21,-39,38,0,0
720,60,90,90,95,70,5,1,0
721,10,-40,-25,-15,-15,-45,0,1
722,30,10,75,25,30,25,0,0
723,55,128,30,153,130,61,1,0
724,5,65,-45,85,5,5,0,0
725,5,20,29,-20,60,11,0,0
726,-64,-26,-24,-41,-24,18,0,1
727,15,50,85,10,55,-10,0,1
728,40,64,8,64,8,-4,0,1
729,-15,20,-10,30,0,15,0,0
730,-10,0,5,-35,5,-20,0,1
731,-1,-11,-5,39,2,-4,0,1
732,0,40,0,-50,20,85,0,0
733,28,-2,55,16,91,-8,1,1
734,35,-80,20,-15,20,-25,0,1
735,-75,-35,15,-15,75,25,0,0
736,80,-20,30,10,35,-15,1,1
737,4,13,13,20,15,-25,0,1
738,20,2,-41,-30,1,53,0,0
739,55,15,39,38,65,21,0,0
740,48,3,28,45,48,0,0,1
741,20,20,65,30,-10,30,0,0
742,-25,-5,-25,-70,15,5,0,0
743,-20,0,-7,-60,-82,-46,0,1
744,-40,8,-8,-68,-59,-13,0,1
745,60,97,75,32,70,-50,0,0
746,40,-10,10,0,0,-50,0,1
747,26,60,40,48,42,44,0,0
748,-51,-13,22,38,-7,11,0,0
749,-24,-46,-39,9,-39,38,0,0
750,70,70,60,10,50,10,0,0
751,-36,18,-20,23,-15,61,0,0
752,-20,8,-35,-22,-40,75,0,1
753,-20,17,-10,-8,-27,38,0,0
754,49,33,20,50,15,-95,0,1
755,26,-1,35,82,15,23,0,0
756,-35,-50,-45,25,-90,2,0,0
757,-25,-5,-20,15,-20,-75,0,1
758,0,0,4,-40,-16,-28,0,1
759,15,10,-3,-8,-3,-19,0,1
760,-10,-10,-10,0,25,15,0,0
761,-15,10,15,45,10,5,0,0
762,29,12,50,-3,45,-54,0,1
763,44,50,53,45,25,18,1,0
764,5,-10,20,-5,20,-24,0,1
765,30,-2,-72,33,-72,56,0,0
766,15,77,35,77,10,-80,0,0
767,60,105,65,66,55,25,0,0
768,10,55,-35,80,10,70,0,0
769,28,65,15,-55,5,-5,0,1
770,-10,13,7,-40,-15,-15,0,1
771,5,15,-10,5,20,-10,0,1
772,-25,-50,-34,-30,-44,-45,0,1
773,-5,-25,20,20,30,25,0,0
774,-30,-55,55,-35,5,-60,0,1
775,0,-25,-9,20,6,5,0,0
776,-75,25,-50,25,-50,25,0,0
777,-44,-48,-80,-90,-75,-18,0,1
778,15,-35,0,-20,-30,-10,0,1
779,45,50,60,-5,-5,-10,0,1
780,30,-12,-88,-6,-32,20,0,0
781,0,57,5,48,35,-20,0,1
782,-5,2,-29,35,-24,-5,0,1
783,64,9,55,27,85,47,0,0
784,16,72,31,-1,-19,58,0,0
785,-45,-65,-40,-75,-40,-40,0,1
786,40,-12,43,43,38,-13,0,1
787,15,-40,-20,20,-25,-35,0,1
788,-30,-60,-120,-55,-50,5,-1,0
789,10,7,45,30,45,45,0,0
790,-8,0,5,-40,-40,-40,0,1
791,-50,-7,-27,-78,-78,-20,0,1
792,15,60,0,-20,-80,-20,0,0
793,-25,-43,-22,40,30,20,0,0
794,-5,15,35,-30,-20,-55,0,1
795,0,19,5,19,60,-4,0,1
796,-25,-25,5,45,5,5,0,0
797,-50,0,-43,-30,-55,53,0,1
798,-13,-14,-62,-8,2,-34,0,1
799,78,61,-46,16,-1,-18,0,0
800,0,-75,-45,-25,-10,-45,0,1
801,10,20,-75,25,-45,5,0,0
802,85,95,75,-15,0,-45,0,0
803,9,-19,20,-11,5,-19,0,0
804,-20,-73,-50,-88,-55,45,0,1
805,70,65,70,0,65,20,0,0
806,-30,-29,-25,37,-25,-14,0,1
807,35,50,15,80,-25,-40,0,1
808,20,0,10,-35,-10,-40,0,1
809,40,45,50,60,45,55,0,0
810,-15,-20,5,80,70,70,0,0
811,-40,-90,-40,-95,-40,-40,0,1
812,-41,-5,-34,49,8,59,0,0
813,30,15,0,75,115,55,0,0
814,45,-3,23,-25,-15,-55,0,0
815,-48,-35,-15,-20,-5,-72,0,1
816,-46,-82,-41,-17,-25,-34,0,1
817,-4,7,-14,-46,-14,12,0,0
818,-12,-15,-85,-15,-25,20,0,0
819,3,-25,-64,5,-14,5,0,0
820,-55,105,30,105,25,40,0,0
821,-16,22,2,43,-12,31,0,0
822,30,60,20,25,40,80,0,0
823,10,-5,35,35,50,5,0,0
824,-50,-140,-56,-10,-66,-18,0,1
825,-8,-10,-20,-55,20,10,0,0
826,50,45,30,100,20,40,0,0
827,28,27,15,20,30,30,0,0
828,39,14,15,52,65,-8,0,1
829,35,58,-28,35,40,60,0,0
830,17,35,54,65,4,25,0,0
831,30,8,13,-15,13,-36,0,1
832,-25,10,25,57,83,29,0,0
833,-33,-37,-23,7,23,66,0,0
834,30,30,-29,20,-9,3,0,0
835,3,25,-5,80,60,60,0,0
836,60,110,30,90,-40,65,1,0
837,-12,-1,-20,-21,-17,-19,0,1
838,4,-15,-15,23,3,-5,0,1
839,80,-20,1,50,-15,-16,0,1
840,-30,-59,-30,40,-20,74,0,0
841,-46,-104,-60,-80,-80,-35,0,1
842,6,18,5,48,5,64,0,0
843,45,35,5,5,55,15,0,0
844,38,28,7,-59,-34,-26,0,1
845,-25,25,55,-20,10,50,0,0
846,20,0,-55,-40,0,-10,0,1
847,8,100,50,70,10,-20,0,1
848,9,-8,5,26,34,22,0,0
849,-26,40,34,-57,68,-15,0,1
850,-5,-88,3,-35,20,-55,0,1
851,-10,-6,-5,14,-5,-20,0,1
852,27,15,28,0,25,-25,0,1
853,95,45,35,35,35,55,1,0
854,-55,-84,-55,-20,-35,-31,0,1
855,-20,34,66,15,10,5,0,0
856,10,-65,-165,80,10,70,0,1
857,-39,-56,-35,-70,-30,-50,0,1
858,-20,0,-25,-9,-35,-17,0,1
859,-48,-30,-10,0,0,-2,0,1
860,10,-20,-37,-60,-17,9,0,0
861,38,83,80,8,-20,29,0,0
862,20,-65,5,110,-5,15,1,0
863,25,31,13,29,-5,-29,0,1
864,-9,-50,-113,-50,-113,16,-1,0
865,-10,-75,-10,-50,-45,-10,0,1
866,18,30,10,100,90,65,0,0
867,-20,15,-20,-35,-45,-7,0,1
868,0,45,70,-90,-40,-85,0,0
869,0,-50,-75,-34,46,20,0,0
870,-10,-75,-5,-2,30,20,0,0
871,10,35,15,30,35,10,0,0
872,-56,-55,-20,-75,-84,-42,-1,1
873,-14,-21,32,14,32,-8,0,1
874,-51,-7,35,6,18,57,0,0
875,-18,-45,30,-55,-70,-70,0,1
876,19,26,25,10,70,-10,0,1
877,0,20,5,20,0,-15,0,1
878,76,83,52,85,57,39,1,0
879,-5,-26,-24,6,-36,-35,0,1
880,15,38,23,33,18,66,0,0
881,60,55,25,50,20,0,1,1
882,-40,-30,-15,60,15,25,0,0
883,45,45,25,90,90,40,0,0
884,10,70,30,40,80,20,0,0
885,-10,-35,43,5,0,-18,0,1
886,-34,22,54,-23,49,-79,0,1
887,25,20,-45,5,30,20,0,0
888,15,50,16,0,-4,65,0,0
889,5,-105,-55,-75,-55,-80,-1,1
890,5,-8,-62,22,-12,53,0,0
891,-31,-5,-80,-30,-23,-48,-1,1
892,15,15,14,20,14,56,0,0
893,-33,-24,-48,-29,-35,-35,0,1
894,25,62,-15,-30,-40,27,0,0
895,10,-40,15,-15,-15,0,0,1
896,-52,-65,-10,-15,-25,-40,0,1
897,-50,-7,-27,-78,-78,-50,0,1
898,-5,-11,5,-11,5,15,0,0
899,-5,-40,21,35,25,4,1,0
900,-7,0,10,-46,-7,-20,0,1
901,-25,-70,-35,-35,-40,-50,0,1
902,0,-30,8,-45,13,-46,0,1
903,17,35,15,45,10,-57,0,0
904,40,75,63,20,-2,-50,0,0
905,-10,-3,-15,13,-35,-45,0,1
906,8,50,-10,5,-20,0,0,1
907,-15,5,-26,-25,-21,30,0,0
908,-12,-74,-50,-54,-10,45,0,1
909,24,43,69,39,17,-11,0,1
910,-35,32,42,122,42,57,0,0
911,10,13,10,3,10,-5,0,1
912,-10,-65,-25,-90,-45,-60,-1,1
913,-51,-150,-50,-89,-15,-90,-1,0
914,30,-5,-40,-30,-80,-60,0,0
915,18,-65,25,105,75,42,0,0
916,-6,-24,23,66,31,0,0,1
917,-47,-90,-45,-110,-55,-3,-1,1
918,-65,-110,-50,-40,-91,-24,0,1
919,-45,-55,185,-65,185,-90,0,1
920,24,-14,3,31,16,-40,0,1
921,-45,-12,-105,-9,64,48,0,0
922,-22,-15,-115,15,-95,-10,0,1
923,21,22,27,45,35,55,0,0
924,15,7,25,80,10,18,0,0
925,-5,40,-5,62,5,65,0,0
926,-7,-40,3,-2,3,-22,0,1
927,12,0,25,-95,-10,-21,0,1
928,-30,52,30,5,25,59,0,0
929,31,-10,20,2,22,24,0,0
930,-20,-80,-5,-50,-5,-42,0,1
931,-4,65,-25,114,25,90,1,0
932,-33,32,4,86,46,86,0,0
933,2,49,-12,-11,-32,59,0,0
934,10,-4,-45,46,-25,69,0,0
935,-85,-85,-55,-100,-50,-40,-1,1
936,-30,-55,6,-60,-44,-15,0,1
937,-60,-52,-40,13,5,-3,0,1
938,80,25,35,-15,70,20,0,0
939,-5,3,4,-55,-6,-20,0,1
940,84,0,-70,15,-5,-20,0,1
941,-73,-27,-32,-49,-52,6,0,0
942,40,90,25,-40,-15,-20,0,1
943,0,10,10,90,20,65,0,0
944,38,-15,-18,-8,1,18,0,0
945,20,-2,-5,7,45,35,0,0
946,46,59,12,74,32,51,0,0
947,20,10,50,20,-5,10,0,0
948,-15,-5,-5,-13,-32,-60,0,1
949,-58,34,0,-66,17,11,-1,1
950,10,51,-30,-24,-10,89,0,0
951,70,105,81,70,51,33,1,0
952,45,-5,-28,-5,18,-5,0,1
953,-98,-45,-96,-46,-50,0,-1,1
954,-15,-45,-85,-15,-45,-55,0,1
955,15,-10,-85,-25,-15,-5,0,1
956,78,-15,-45,-35,-45,-38,0,1
957,0,-40,15,50,35,-50,0,1
958,-57,-89,-50,-89,-50,-45,-1,1
959,-15,-18,-50,-15,-45,14,0,0
960,0,-17,-60,2,-40,27,0,0
961,10,-10,125,0,10,-55,0,1
962,-29,-36,-25,-55,-25,10,0,0
963,-7,-15,-35,-43,-38,-30,0,1
964,40,25,40,40,25,5,1,0
965,75,50,-10,130,60,65,1,0
966,5,22,83,10,25,15,0,0
967,20,50,-51,-15,-30,-14,-1,1
968,-65,87,32,137,42,62,1,0
969,-4,7,2,4,12,0,0,1
970,14,-24,-15,-7,10,-58,-1,1
971,35,73,45,20,10,37,0,0
972,5,30,65,5,30,30,0,0
973,20,30,55,135,75,50,1,0
974,-5,65,10,5,20,70,0,0
975,0,-45,-29,0,-50,-31,0,1
976,-20,-25,0,70,20,45,0,1
977,15,-40,10,-18,10,33,0,0
978,25,-15,80,-90,30,-35,0,1
979,8,165,110,105,30,62,0,0
980,0,40,-50,75,15,55,0,0
981,0,15,0,60,-5,20,0,0
982,-10,-20,-150,-15,-65,-15,-1,1
983,26,30,-21,56,-16,100,0,0
984,-6,3,50,5,30,-22,0,1
985,27,85,-10,-15,-20,-52,0,1
986,40,65,75,60,30,-30,0,0
987,10,-70,52,-70,52,-20,0,1
988,15,33,3,-32,-12,-9,0,1
989,15,-60,35,20,35,-20,0,1
990,73,25,56,-40,51,-30,0,1
991,31,18,33,-28,-3,-31,0,1
992,-14,-27,20,-49,-17,12,0,0
993,21,59,30,26,25,-1,0,1
994,-20,-45,20,25,65,5,1,0
995,-20,-76,-51,5,-5,-25,0,1
996,-20,-45,-5,-10,20,-70,0,1
997,0,5,5,40,5,-20,0,1
998,-10,22,104,4,-34,-62,0,1
999,26,27,96,27,26,-41,0,1
1000,51,17,60,99,60,48,0,0
1001,2,19,129,-24,31,-76,1,0
1002,-10,5,5,5,25,40,0,0
1003,-6,-40,-34,30,43,-28,-1,1
1004,5,-65,6,45,-5,-36,0,1
1005,40,67,27,7,12,-19,0,1
1006,-43,20,68,-42,-16,-23,0,1
1007,-35,-15,-20,-25,-45,-50,0,1
1008,8,69,22,20,20,18,0,0
1009,17,8,17,-37,17,12,0,0
1010,20,45,-10,110,50,90,0,0
1011,35,40,45,5,15,-20,0,1
1012,30,62,42,97,28,96,1,0
1013,-3,-13,7,-33,7,-43,0,1
1014,66,65,25,54,-30,40,1,0
1015,51,14,-3,-31,42,-43,0,0
1016,0,-7,0,5,10,-42,0,1
1017,11,65,21,94,0,49,1,0
1018,-30,-45,-20,22,-10,-40,0,1
1019,-15,-30,5,25,-15,30,0,0
1020,20,-25,-40,-10,0,-10,0,1
1021,30,30,20,-30,-20,-65,0,1
1022,15,0,44,10,24,102,0,0
1023,-13,30,-35,60,-5,95,1,0
1024,30,45,30,25,25,14,0,0
1025,-20,10,30,-20,-50,-20,0,1
1026,0,90,20,95,20,50,0,0
1027,15,-10,-8,45,-8,16,0,0
1028,15,25,-15,55,-10,100,0,0
1029,20,23,-10,-40,25,7,0,0
1030,51,40,50,94,50,90,1,0
1031,-26,-31,-5,-50,0,-80,0,1
1032,33,75,5,20,-10,35,0,0
1033,5,10,-5,-10,0,5,0,0
1034,20,34,28,-41,-9,-37,0,1
1035,40,50,15,25,15,-20,0,1
1036,-8,15,9,10,9,-50,0,1
1037,18,50,5,-5,-15,12,1,0
1038,50,25,-5,75,5,10,1,0
1039,45,-15,25,30,40,-55,0,1
1040,-30,-26,-46,-10,-30,-68,0,1
1041,26,15,16,33,-17,33,1,0
1042,-30,-5,15,-15,-20,-10,0,1
1043,25,50,-30,-30,-15,30,0,0
1044,-10,5,15,-29,13,8,0,0
1045,60,29,65,70,90,13,1,0
1046,-20,-20,-38,-30,-28,-75,0,1
1047,-65,40,-20,-35,-105,-15,0,1
1048,-65,-88,10,13,-22,-93,0,1
1049,-51,-3,-32,0,-25,35,0,0
1050,-25,-33,1,-54,-15,-58,0,1
1051,20,-5,-30,35,20,20,0,0
1052,-20,-45,40,-60,-23,-77,0,1
1053,-38,-21,-40,-51,-70,-65,0,1
1054,38,60,25,10,15,32,0,0
1055,-75,-10,-65,-5,-45,10,0,0
1056,15,-17,-35,-17,-5,33,0,0
1057,13,23,-38,1,-24,49,0,0
1058,10,21,-17,9,-9,-6,0,1
1059,-30,-47,-12,-87,-70,-75,0,1
1060,16,48,22,-16,-1,1,0,0
1061,0,5,5,35,10,14,0,0
1062,-35,-18,-28,-63,-18,-31,0,1
1063,36,75,19,75,19,40,0,0
1064,15,27,15,53,35,65,0,0
1065,-5,-45,-70,-30,-30,-40,0,1
1066,5,-42,-50,-18,-20,-25,0,1
1067,25,30,-40,95,25,50,1,0
1068,12,15,58,-43,-15,-20,0,1
1069,0,-24,-55,-19,-30,9,0,0
1070,15,52,26,32,22,38,0,0
1071,-14,20,48,-15,-53,-17,0,1
1072,-10,40,-53,-12,-55,25,0,0
1073,-40,-55,-15,-55,-25,-30,0,1
1074,7,45,20,25,0,-47,0,1
1075,-12,48,58,48,58,-20,0,1
1076,-26,-12,17,-34,21,-47,0,1
1077,-2,24,43,-12,-21,32,0,0
1078,50,10,-180,10,-180,35,0,0
1079,-10,-20,-10,0,5,-20,0,1
1080,-25,25,4,10,4,-4,0,1
1081,-23,6,-3,-35,-10,-55,0,1
1082,-15,0,22,-42,-25,-46,-1,1
1083,23,-27,-12,-24,-18,14,0,0
1084,-30,-73,-22,20,-30,0,0,1
1085,25,-70,-20,-20,-20,5,-1,0
1086,0,-35,-25,-5,-25,-60,0,1
1087,21,-8,40,94,55,73,0,0
1088,-105,-41,20,-33,-75,-2,0,1
1089,25,60,-30,75,28,77,0,0
1090,22,8,25,26,37,-18,1,1
1091,8,68,5,-13,-15,5,0,0
1092,-20,35,-55,-5,30,30,0,0
1093,-80,20,35,95,10,80,1,0
1094,0,20,10,125,5,35,0,0
1095,-10,15,20,-25,-5,13,0,0
1096,-13,-48,-38,-114,-72,-67,-1,1
1097,-39,-101,-2,15,15,22,0,1
1098,20,80,49,-13,70,21,0,0
1099,75,-17,-7,-35,-40,-11,0,1
1100,21,-41,-38,7,24,-32,0,1
1101,12,-65,-15,15,-35,-10,0,1
1102,5,15,20,62,60,45,0,0
1103,15,-18,-9,29,27,42,0,0
1104,-6,-49,-20,63,-15,-18,-1,1
1105,70,50,-20,40,30,60,0,0
1106,0,-15,15,-25,30,-25,0,1
1107,10,15,-5,35,45,35,0,0
1108,18,35,-30,125,85,65,0,0
1109,-5,60,5,-40,-25,-20,0,1
1110,25,-25,25,70,25,15,0,0
1111,-15,10,-30,-60,-35,0,0,1
1112,-26,-35,-20,-25,-10,16,0,0
1113,-5,-24,-52,-14,-52,36,0,1
1114,-5,10,55,-40,-15,-20,0,1
1115,-75,0,-57,-20,-57,26,-1,0
1116,15,-60,20,15,50,-5,1,1
1117,-10,-45,20,55,0,-10,0,1
1118,-20,14,20,4,-10,-30,0,1
1119,15,-55,-8,40,-65,8,0,0
1120,50,22,10,60,50,-12,0,1
1121,10,10,15,-10,-10,45,0,1
1122,50,45,65,45,25,15,1,0
1123,10,-65,45,-5,-20,-35,-1,1
1124,8,-11,43,11,-3,-33,0,1
1125,-20,57,-10,22,-5,-2,0,1
1126,-11,-65,-5,25,-5,-19,0,1
1127,-15,-55,-20,20,-10,-35,0,1
1128,13,60,139,-20,-7,-25,0,1
1129,-13,-45,-10,-15,-20,-67,0,1
1130,22,55,65,4,36,18,0,0
1131,-45,-55,14,30,14,-18,0,1
1132,20,7,7,38,28,20,0,0
1133,-46,-31,28,-9,22,-19,-1,1
1134,-125,57,64,25,17,51,0,0
1135,-12,-28,-48,-85,-49,-28,0,1
1136,-59,25,-15,-100,-45,-70,0,1
1137,180,-85,-112,17,60,-14,0,1
1138,-19,-53,-7,-45,0,-51,-1,1
1139,30,80,85,45,45,25,0,0
1140,10,-60,-5,-30,-5,-36,0,1
1141,-5,-61,-18,37,-24,-2,-1,1
1142,-3,-29,-10,15,5,0,0,1
1143,10,15,35,55,50,30,0,0
1144,-35,5,-40,-40,-30,-5,-1,1
1145,35,50,40,5,35,15,0,0
1146,-3,60,-20,-60,-45,-32,0,1
1147,-13,19,77,-1,74,-15,0,1
1148,-19,-75,37,-5,-80,-47,0,1
1149,30,85,30,60,30,-30,0,0
1150,0,110,15,120,60,75,1,0
1151,-21,-14,-30,-55,-15,45,0,0
1152,5,-13,-22,7,-18,-9,0,1
1153,-46,-42,-20,-75,-26,-57,-1,1
1154,26,-17,-13,44,24,-7,0,1
1155,-10,68,62,-30,20,-10,0,1
1156,15,-20,20,-10,30,45,0,0
1157,-20,5,-8,-30,-35,15,0,0
1158,-30,-35,5,30,15,55,0,1
1159,-17,10,-38,-10,-60,0,-1,1
1160,15,15,-40,25,-20,10,0,0
1161,19,0,63,35,33,-1,0,1
1162,-35,-31,10,-39,25,-34,0,1
1163,-15,-20,-15,-45,-15,-40,0,1
1164,65,0,80,15,90,45,0,0
1165,25,-5,0,10,0,100,0,0
1166,-10,-29,20,-9,25,-26,0,1
1167,10,-3,10,57,20,78,0,0
1168,20,-30,-15,10,15,-30,0,1
1169,-30,-12,60,-13,60,10,1,0
1170,-35,-37,-55,-55,-55,-55,-1,1
1171,10,-12,118,2,88,-11,0,1
1172,-35,-25,-40,20,5,65,0,0
1173,-25,-12,0,-25,35,-49,0,1
1174,0,25,95,-10,-20,50,0,0
1175,10,40,40,-30,-25,-45,0,1
1176,11,-5,24,70,24,2,1,0
1177,2,17,37,-81,-14,-55,0,1
1178,15,-10,25,135,55,120,0,0
1179,-30,15,30,70,25,-10,0,1
1180,-12,-9,-57,-69,-39,-25,0,1
1181,38,-15,61,-34,35,40,1,0
1182,-95,-25,0,-105,-65,-45,-1,1
1183,-15,-50,-5,-40,5,15,0,0
1184,40,20,25,35,20,22,0,0
1185,15,-8,27,34,99,10,0,0
1186,45,64,86,95,45,50,1,0
1187,5,60,35,0,-25,-5,0,1
1188,-48,-95,-45,45,-5,0,0,1
1189,-15,-60,-20,100,15,85,0,0
1190,-13,-12,-4,-32,6,7,0,0
1191,-8,5,-10,-15,-10,-22,0,1
1192,-10,-70,-80,-50,-10,5,-1,0
1193,45,65,40,-25,15,15,0,1
1194,45,58,-52,18,-22,85,0,0
1195,-40,-45,5,-20,30,-20,-1,1
1196,0,56,160,-5,10,-1,0,1
1197,39,61,-46,115,4,107,1,0
1198,-36,-84,-72,-19,-14,-40,-1,1
1199,-25,-50,-10,-80,-15,-10,-1,1
1200,-5,20,40,0,0,10,0,0
1201,60,50,10,71,27,37,1,0
1202,9,13,17,28,-19,57,0,0
1203,16,105,0,59,-25,45,0,0
1204,-35,-15,-50,5,25,75,0,0
1205,-30,-40,-45,-5,-45,-83,0,1
1206,30,75,60,-35,10,-45,1,0
1207,1,32,27,-66,-3,9,0,0
1208,0,-8,42,-6,24,-35,0,1
1209,-11,13,68,30,60,-45,0,1
1210,-35,30,-10,40,0,5,0,0
1211,-70,-35,15,-60,-10,-45,0,1
1212,-55,-35,-30,-65,-90,-5,0,1
1213,-17,-10,-30,-60,-30,17,0,0
1214,30,63,50,23,25,29,0,0
1215,25,26,9,18,2,16,0,0
1216,20,8,21,7,41,40,0,0
1217,5,25,11,120,60,9,1,0
1218,29,20,-110,40,35,41,1,0
1219,10,-67,-25,-60,-25,-45,0,1
1220,-20,-25,-3,-40,-3,-44,0,1
1221,26,77,27,54,17,-15,0,1
1222,15,10,-19,-10,-35,7,0,0
1223,-30,-63,-25,-22,-22,-58,0,1
1224,-5,20,7,-25,-25,5,0,0
1225,40,5,75,30,75,70,1,0
1226,-32,65,-5,-35,15,10,0,0
1227,5,25,10,18,-30,0,0,1
1228,-3,-86,-10,-31,-10,-20,0,1
1229,-20,-61,-65,-11,0,-50,0,1
1230,-115,-25,50,5,0,25,0,0
1231,15,45,25,25,-10,48,0,0
1232,35,70,45,54,58,63,0,0
1233,-10,55,25,5,50,-70,0,0
1234,6,56,97,8,3,-10,0,1
1235,-5,-35,10,15,5,-10,1,1
1236,35,69,-67,-6,-79,18,0,0
1237,-5,-45,-60,5,-20,-20,0,1
1238,-51,-150,-50,-89,-15,-90,-1,0
1239,-33,-92,-63,-39,-33,11,-1,0
1240,-22,-16,-32,-30,-65,-30,-1,1
1241,-15,-20,0,-45,-25,-7,0,1
1242,-15,15,-55,-5,-5,45,0,1
1243,22,39,25,0,15,1,0,0
1244,24,65,30,55,-20,36,1,0
1245,-95,-63,-10,8,-35,55,0,1
1246,36,62,22,-4,1,78,0,0
1247,-25,15,65,5,-5,10,0,0
1248,25,10,19,40,44,-2,0,1
1249,-78,-5,20,-12,27,0,0,1
1250,7,77,37,17,37,8,0,0
1251,5,-42,-25,-31,5,8,0,0
1252,4,16,68,3,10,-66,0,1
1253,0,-45,-67,-85,-67,-66,0,1
1254,-34,9,-25,-5,-45,-60,0,1
1255,22,40,1,10,-14,-15,0,1
1256,45,47,35,-3,-10,48,0,0
1257,3,35,95,25,45,70,0,0
1258,-40,-7,5,-95,-45,-58,0,1
1259,40,30,40,45,50,30,0,0
1260,2,-5,-5,-25,-5,-20,0,1
1261,30,-105,-65,-100,-5,-60,0,1
1262,-25,23,-52,8,-52,16,-1,0
1263,-15,10,-15,-19,-19,20,0,0
1264,-35,25,15,15,5,85,0,0
1265,7,40,15,15,21,-44,0,1
1266,-15,-7,57,-22,20,1,0,0
1267,-10,43,10,-22,10,90,0,0
1268,25,35,-100,95,55,60,1,0
1269,-5,50,45,25,30,-35,0,1
1270,-55,-65,-55,-38,-47,-65,-1,1
1271,48,0,30,85,10,1,0,0
1272,-20,-17,-17,15,-7,24,0,1
1273,-14,-55,-55,-58,-78,-9,-1,1
1274,-5,-10,-65,-30,-10,-15,0,1
1275,-15,-45,-90,-20,15,20,0,1
1276,-13,-23,17,-1,16,-30,0,1
1277,22,95,45,20,5,-27,0,0
1278,-14,12,-26,-43,-31,-29,0,1
1279,95,85,50,65,-10,5,1,0
1280,35,-2,-10,70,-10,-20,0,1
1281,30,0,-8,-35,-8,-105,-1,1
1282,-13,-44,-78,-8,-14,-64,0,1
1283,48,42,53,-57,-33,-43,0,1
1284,10,10,-22,20,-22,85,0,0
1285,-5,-20,-15,5,-15,15,0,0
1286,32,-1,-9,14,11,-2,0,1
1287,17,51,52,13,-6,-25,0,1
1288,35,5,-5,20,-5,-48,0,1
1289,10,20,30,40,-30,10,1,0
1290,-51,-27,-115,-80,-16,13,0,0
1291,10,24,55,23,55,-7,0,1
1292,-15,-40,-6,25,19,-30,0,1
1293,36,56,45,10,40,-2,0,1
1294,60,55,45,0,15,-20,0,1
1295,-17,-47,-12,15,8,-20,0,1
1296,-45,19,35,-44,-61,-42,0,1
1297,-24,44,22,-21,22,82,0,0
1298,0,15,-30,-130,-55,-100,0,1
1299,0,-7,82,-5,70,-20,0,1
1300,25,75,10,-135,0,-65,0,0
1301,-9,-9,-16,16,-1,-6,0,1
1302,-29,-10,-85,5,-75,9,-1,0
1303,35,85,10,30,0,-40,0,1
1304,-5,12,17,-43,17,4,0,0
1305,-25,-45,27,30,27,-20,0,1
1306,10,0,10,-25,15,10,-1,0
1307,40,75,65,30,20,40,1,0
1308,7,-12,-18,-35,1,18,0,0
1309,-16,58,99,23,21,-38,0,0
1310,5,44,60,-6,-5,-13,0,1
1311,-39,50,45,-30,-30,35,0,0
1312,-2,10,-15,-45,-40,-43,0,1
1313,5,-8,5,68,35,-30,0,1
1314,-87,55,31,90,40,35,0,0
1315,26,-11,-2,7,-6,-8,0,1
1316,45,33,15,0,5,10,0,0
